new_cases
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
0.0
0.0
0.0
0.0
0.0
0.0
17.0
0.0
0.0
0.0
0.0
0.0
0.0
67.0
0.0
0.0
0.0
0.0
0.0
0.0
183.0
0.0
0.0
0.0
0.0
0.0
0.0
247.0
0.0
0.0
0.0
0.0
0.0
0.0
387.0
0.0
0.0
0.0
0.0
0.0
0.0
422.0
0.0
0.0
0.0
0.0
0.0
0.0
841.0
0.0
0.0
0.0
0.0
0.0
0.0
1392.0
0.0
0.0
0.0
0.0
0.0
0.0
2490.0
0.0
0.0
0.0
0.0
0.0
0.0
3813.0
0.0
0.0
0.0
0.0
0.0
0.0
4577.0
0.0
0.0
0.0
0.0
0.0
0.0
5108.0
0.0
0.0
0.0
0.0
0.0
0.0
4551.0
0.0
0.0
0.0
0.0
0.0
0.0
4195.0
0.0
0.0
0.0
0.0
0.0
0.0
2319.0
0.0
0.0
0.0
0.0
0.0
0.0
2056.0
0.0
0.0
0.0
0.0
0.0
0.0
1679.0
0.0
0.0
0.0
0.0
0.0
0.0
938.0
0.0
0.0
0.0
0.0
0.0
0.0
747.0
0.0
0.0
0.0
0.0
0.0
0.0
674.0
0.0
0.0
0.0
0.0
0.0
0.0
305.0
0.0
0.0
0.0
0.0
0.0
0.0
536.0
0.0
0.0
0.0
0.0
0.0
0.0
343.0
0.0
0.0
0.0
0.0
0.0
0.0
249.0
0.0
0.0
0.0
0.0
0.0
0.0
161.0
0.0
0.0
0.0
0.0
0.0
0.0
337.0
0.0
0.0
0.0
0.0
0.0
0.0
278.0
0.0
0.0
0.0
0.0
0.0
0.0
273.0
0.0
0.0
0.0
0.0
0.0
0.0
105.0
0.0
0.0
0.0
0.0
0.0
0.0
406.0
0.0
0.0
0.0
0.0
0.0
0.0
438.0
0.0
0.0
0.0
0.0
0.0
0.0
627.0
0.0
0.0
0.0
0.0
0.0
0.0
657.0
0.0
0.0
0.0
0.0
0.0
0.0
608.0
0.0
0.0
0.0
0.0
0.0
0.0
1002.0
0.0
0.0
0.0
0.0
0.0
0.0
1468.0
0.0
0.0
0.0
0.0
0.0
0.0
1463.0
0.0
0.0
0.0
0.0
0.0
